"protein_ID";"gene_ID";"gene_ID_gff3";"protein_ID_gff3";"Protein";"Chr";"Strand";"Start";"End";"Size (nt)";"Final Description"
"1743";1980303;"g1732";"gene_1743";1980303;"g1732";"I";"+";"6.533.228";"6.534.280";"1.053";"Aflatoxin B1 aldehyde reductase member 2"
"1744";1980304;"g1733";"gene_1744";1980304;"g1733";"I";"-";"6.534.648";"6.536.717";"2.070";"Putative uncharacterized protein"
"1745";1980305;"g1734";"gene_1745";1980305;"g1734";"I";"-";"6.539.753";"6.541.168";"1.416";"Subtilisin-like protease"
"1746";1980306;"g1735";"gene_1746";1980306;"g1735";"I";"-";"6.543.550";"6.545.094";"1.545";"Putative squalene synthetase"
"1747";1980307;"g1736";"gene_1747";1980307;"g1736";"I";"+";"6.546.986";"6.547.873";"888";"NAD dependent epimerase"
"1748";1980308;"g1737";"gene_1748";1980308;"g1737";"I";"+";"6.548.991";"6.550.751";"1.761";"Heat shock protein dnaJ"
"1749";1980309;"g1738";"gene_1749";1980309;"g1738";"I";"-";"6.551.939";"6.555.346";"3.408";"Putative uncharacterized protein"
"1750";1980310;"g1739";"gene_1750";1980310;"g1739";"I";"+";"6.557.089";"6.558.219";"1.131";"Cytochrome b5 reductase 4 "
"1751";1980311;"g1740";"gene_1751";1980311;"g1740";"I";"-";"6.558.380";"6.561.436";"3.057";"DNA damage response protein"
"1752";1980312;"g1741";"gene_1752";1980312;"g1741";"I";"-";"6.562.103";"6.563.609";"1.507";"GPI mannosyltransferase 1"
"1753";1980313;"g1742";"gene_1753";1980313;"g1742";"I";"+";"6.563.920";"6.564.921";"1.002";"Translin-associated protein X (Translin-associated factor X)"
"1754";1980314;"g1743";"gene_1754";1980314;"g1743";"I";"-";"6.565.096";"6.566.268";"1.173";"4-O-methyl-glucuronoyl methylesterase"
"1755";1980315;"g1744";"gene_1755";1980315;"g1744";"I";"-";"6.567.052";"6.571.839";"4.788";"ABC transporter B family member 6"
"1756";1980316;"g1745";"gene_1756";1980316;"g1745";"I";"-";"6.572.520";"6.573.143";"624";"Putative uncharacterized protein"
"1757";1980317;"g1746";"gene_1757";1980317;"g1746";"I";"+";"6.574.426";"6.577.212";"2.787";"Putative uncharacterized protein"
"1758";1980318;"g1747";"gene_1758";1980318;"g1747";"I";"-";"6.577.757";"6.578.553";"797";"Fatty acid hydroxylase superfamily protein"
"1759";1980319;"g1748";"gene_1759";1980319;"g1748";"I";"+";"6.583.361";"6.587.619";"2.277";"Sulfite oxidase"
"1760";1980320;"g1749";"gene_1760";1980320;"g1749";"I";"-";"6.587.870";"6.596.718";"8.849";"26S proteasome regulatory subunit RPN2"
"1761";1980321;"g1750";"gene_1761";1980321;"g1750";"I";"+";"6.602.933";"6.604.582";"1.650";"Ncs1 allantoate transporter"
"1762";1980322;"g1751";"gene_1762";1980322;"g1751";"I";"-";"6.604.828";"6.606.549";"1.722";"Quinate permease (Quinate transporter)"
"1763";1980323;"g1752";"gene_1763";1980323;"g1752";"I";"+";"6.610.980";"6.612.533";"1.554";"Myb, DNA-binding protein"
"1764";1980324;"g1753";"gene_1764";1980324;"g1753";"I";"-";"6.612.840";"6.614.594";"1.755";"Protoheme IX farnesyltransferase (Heme O synthase)"
"1765";1980325;"g1754";"gene_1765";1980325;"g1754";"I";"+";"6.615.382";"6.618.177";"2.796";"Glycoside hydrolase family 3 protein"
"1766";1980326;"g1755";"gene_1766";1980326;"g1755";"I";"+";"6.619.116";"6.622.964";"3.849";"Ubiquitin specific peptidase Y chromosome"
"1767";1980327;"g1756";"gene_1767";1980327;"g1756";"I";"+";"6.628.211";"6.634.084";"5.874";"Legume lectin domain containing protein (putative fungistatic metabolite)"
"1768";1980328;"g1757";"gene_1768";1980328;"g1757";"I";"+";"6.636.807";"6.639.269";"2.463";"Oligopeptide transporter 5 (AtOPT5)"
"1769";1980329;"g1758";"gene_1769";1980329;"g1758";"I";"+";"6.640.488";"6.641.822";"1.335";"GIY-YIG catalytic endonuclease domain containing protein"
"1770";1980330;"g1759";"gene_1770";1980330;"g1759";"I";"+";"6.646.519";"6.651.994";"5.476";"PHD transcription factor"
"1771";1980331;"g1760";"gene_1771";1980331;"g1760";"I";"+";"6.653.496";"6.654.990";"1.495";"Transcription initiation factor TFIID subunit 6"
"1772";1980332;"g1761";"gene_1772";1980332;"g1761";"I";"+";"6.655.717";"6.656.916";"1.200";"Ras-related GTP-binding protein A (Rag A)"
"1773";1980333;"g1762";"gene_1773";1980333;"g1762";"I";"-";"6.657.192";"6.658.563";"1.372";"CDC48-dependent protein degradation adaptor protein"
"1774";1980334;"g1763";"gene_1774";1980334;"g1763";"I";"+";"6.659.222";"6.659.621";"400";"Mitochondrial import protein 1"
"1775";1980335;"g1764";"gene_1775";1980335;"g1764";"I";"+";"6.660.455";"6.662.189";"1.735";"Mitochondrial inner membrane protein OXA1"
"1776";1980336;"g1765";"gene_1776";1980336;"g1765";"I";"-";"6.662.489";"6.664.269";"1.781";"Uracil catabolism protein 4 (Pyrimidine-degrading protein 14)"
"1777";1980337;"g1766";"gene_1777";1980337;"g1766";"I";"-";"6.668.828";"6.670.495";"1.668";"Pre-mRNA-splicing factor sap61 (Spliceosome-associated protein 61)"
"1778";1980338;"g1767";"gene_1778";1980338;"g1767";"I";"+";"6.670.940";"6.672.199";"1.260";"ATP-dependent RNA helicase FAL1"
"1779";1980339;"g1768";"gene_1779";1980339;"g1768";"I";"-";"6.672.647";"6.673.942";"1.296";"Putative uncharacterized protein"
"1780";1980340;"g1769";"gene_1780";1980340;"g1769";"I";"-";"6.675.461";"6.676.293";"833";"Succinate dehydrogenase cytochrome B560 subunit"
"1781";1980341;"g1770";"gene_1781";1980341;"g1770";"I";"-";"6.677.663";"6.679.594";"1.932";"Succinate dehydrogenase cytochrome B560 subunit"
"1782";1980342;"g1771";"gene_1782";1980342;"g1771";"I";"-";"6.680.836";"6.681.914";"1.079";"Putative uncharacterized protein"
"1783";1980343;"g1772";"gene_1783";1980343;"g1772";"I";"-";"6.682.011";"6.682.414";"404";"Putative uncharacterized protein"
"1784";1980344;"g1773";"gene_1784";1980344;"g1773";"I";"+";"6.684.303";"6.684.959";"657";"Putative uncharacterized protein"
"1785";1980345;"g1774";"gene_1785";1980345;"g1774";"I";"-";"6.685.212";"6.685.932";"721";"Nucleoside diphosphate kinase"
"1786";1980346;"g1775";"gene_1786";1980346;"g1775";"I";"+";"6.687.268";"6.690.141";"2.874";"Glucosidase 2 subunit alpha (Alpha-glucosidase II subunit alpha)"
"1787";1980347;"g1776";"gene_1787";1980347;"g1776";"I";"+";"6.692.370";"6.694.750";"2.381";"Putative uncharacterized protein"
"1788";1980348;"g1776.1";"gene_1788";1980348;"g1776.1";"I";"+";"6.695.147";"6.696.649";"1.503";"Ankyrin-1 (ANK-1)"
"1789";1980349;"g1776.2";"gene_1789";1980349;"g1776.2";"I";"-";"6.697.284";"6.698.336";"1.053";"Transposase IS4 domain protein"
"1790";1980350;"g1777";"gene_1790";1980350;"g1777";"I";"+";"6.700.662";"6.705.746";"5.085";"Putative uncharacterized protein"
"1791";1980351;"g1778";"gene_1791";1980351;"g1778";"I";"+";"6.706.933";"6.709.650";"2.718";"Putative uncharacterized protein"
"1792";1980352;"g1779";"gene_1792";1980352;"g1779";"I";"-";"6.710.111";"6.711.235";"1.125";"Putative uncharacterized protein"
"1793";1980353;"g1780";"gene_1793";1980353;"g1780";"I";"-";"6.712.790";"6.714.182";"1.393";"Mitogen-activated protein kinase spm1 (MAP kinase spm1)"
"1794";1980354;"g1781";"gene_1794";1980354;"g1781";"I";"-";"6.716.554";"6.717.109";"556";"Low molecular weight phosphotyrosine protein phosphatase"
"1795";1980355;"g1782";"gene_1795";1980355;"g1782";"I";"+";"6.717.512";"6.717.770";"259";"40S ribosomal protein S30"
"1796";1980356;"g1783";"gene_1796";1980356;"g1783";"I";"-";"6.719.333";"6.720.139";"807";"Malate dehydrogenase"
"1797";1980357;"g1784";"gene_1797";1980357;"g1784";"I";"-";"6.724.124";"6.727.258";"3.135";"DNA ligase 4"
"1798";1980358;"g1785";"gene_1798";1980358;"g1785";"I";"+";"6.728.444";"6.731.100";"2.657";"Putative uncharacterized protein"
"1799";1980359;"g1786";"gene_1799";1980359;"g1786";"I";"-";"6.731.324";"6.734.926";"3.603";"CFEM domain protein"
"1800";1980360;"g1787";"gene_1800";1980360;"g1787";"I";"+";"6.735.761";"6.739.723";"3.963";"Exo-1,3-beta-D-glucanase"
"1801";1980361;"g1788";"gene_1801";1980361;"g1788";"I";"-";"6.740.646";"6.741.545";"900";"Putative uncharacterized protein"
"1802";1980362;"g1789";"gene_1802";1980362;"g1789";"I";"+";"6.742.977";"6.744.137";"1.161";"Putative uncharacterized protein"
"1803";1980363;"g1790";"gene_1803";1980363;"g1790";"I";"+";"6.745.272";"6.746.004";"733";"Putative uncharacterized protein"
"1804";1980364;"g1791";"gene_1804";1980364;"g1791";"I";"+";"6.746.892";"6.747.215";"324";"Putative uncharacterized protein"
"1805";1980365;"g1792";"gene_1805";1980365;"g1792";"I";"+";"6.749.922";"6.750.747";"826";"MAC1 interacting protein 1"
"1806";1980366;"g1793";"gene_1806";1980366;"g1793";"I";"-";"6.750.912";"6.753.287";"2.376";"Vegetative incompatibility protein Het-E"
"1807";1980367;"g1794";"gene_1807";1980367;"g1794";"I";"+";"6.755.465";"6.757.276";"1.812";"Serine/threonine kinase 16"
"1808";1980368;"g1795";"gene_1808";1980368;"g1795";"I";"-";"6.757.809";"6.759.791";"1.983";"Vacuolar sorting-associated protein"
"1809";1980369;"g1796";"gene_1809";1980369;"g1796";"I";"-";"6.761.145";"6.762.172";"1.028";"Putative uncharacterized protein"
"1810";1980370;"g1797";"gene_1810";1980370;"g1797";"I";"+";"6.762.790";"6.764.448";"1.659";"Imidazole glycerol phosphate synthase subunit hisHF"
"1811";1980371;"g1798";"gene_1811";1980371;"g1798";"I";"-";"6.764.787";"6.765.440";"654";"Ornithine decarboxylase antizyme"
"1812";1980372;"g1799";"gene_1812";1980372;"g1799";"I";"+";"6.767.541";"6.769.028";"1.488";"Yippee family protein"
"1813";1980373;"g1800";"gene_1813";1980373;"g1800";"I";"-";"6.769.659";"6.771.092";"1.434";"Cys-Gly metallodipeptidase dug1 (GSH degradosomal complex subunit DUG1)"
"1814";1980374;"g1801";"gene_1814";1980374;"g1801";"I";"+";"6.772.000";"6.772.548";"549";"Putative uncharacterized protein"
"1815";1980375;"g1802";"gene_1815";1980375;"g1802";"I";"-";"6.772.838";"6.774.493";"1.656";"Gramicidin s synthetase 1"
"1816";1980376;"g1803";"gene_1816";1980376;"g1803";"I";"+";"6.778.422";"6.779.447";"1.026";"Putative uncharacterized protein"
"1817";1980377;"g1804";"gene_1817";1980377;"g1804";"I";"+";"6.781.201";"6.782.235";"1.035";"HPP family protein"
"1818";1980378;"g1805";"gene_1818";1980378;"g1805";"I";"-";"6.787.413";"6.788.395";"983";"Putative uncharacterized protein"
"1819";1980379;"g1806";"gene_1819";1980379;"g1806";"I";"+";"6.795.168";"6.796.097";"930";"Dynactin arp1 p25 subunit"
"1820";1980380;"g1807";"gene_1820";1980380;"g1807";"I";"+";"6.797.095";"6.797.753";"659";"Dynactin subunit 5 (Dynactin subunit p25)"
"1821";1980381;"g1808";"gene_1821";1980381;"g1808";"I";"-";"6.798.642";"6.799.721";"1.080";"Nitronate monooxygenase"
"1822";1980382;"g1809";"gene_1822";1980382;"g1809";"I";"+";"6.800.888";"6.801.664";"777";"Transcriptional regulator"
"1823";1980383;"g1810";"gene_1823";1980383;"g1810";"I";"+";"6.801.943";"6.803.575";"1.633";"Flavin-containing monooxygenase"
"1824";1980384;"g1811";"gene_1824";1980384;"g1811";"I";"+";"6.804.325";"6.805.770";"1.446";"Uncharacterized vacuolar membrane protein YML018C"
"1825";1980385;"g1812";"gene_1825";1980385;"g1812";"I";"+";"6.807.624";"6.808.368";"745";"Putative uncharacterized protein"
"1826";1980386;"g1813";"gene_1826";1980386;"g1813";"I";"-";"6.809.062";"6.810.436";"1.375";"Chitinase 1"
"1827";1980387;"g1814";"gene_1827";1980387;"g1814";"I";"-";"6.814.929";"6.816.071";"1.143";"Uncharacterized oxidoreductase"
"1828";1980388;"g1815";"gene_1828";1980388;"g1815";"I";"-";"6.816.712";"6.817.053";"342";"Glucooligosaccharide oxidase"
"1829";1980389;"g1816";"gene_1829";1980389;"g1816";"I";"-";"6.818.653";"6.819.206";"554";"Putative uncharacterized protein"
"1830";1980390;"g1817";"gene_1830";1980390;"g1817";"I";"+";"6.819.939";"6.820.545";"607";"Putative uncharacterized protein"
"1831";1980391;"g1818";"gene_1831";1980391;"g1818";"I";"+";"6.822.472";"6.823.770";"1.299";"Argininosuccinate synthase/Citrulline-aspartate ligase"
"1832";1980392;"g1819";"gene_1832";1980392;"g1819";"I";"-";"6.824.249";"6.824.681";"433";"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7"
"1833";1980393;"g1820";"gene_1833";1980393;"g1820";"I";"-";"6.825.129";"6.826.337";"1.209";"Methyltetrahydropteroyltriglutamate-homocysteine s-methyltransferase"
"1834";1980394;"g1821";"gene_1834";1980394;"g1821";"I";"-";"6.827.653";"6.828.264";"612";"Putative uncharacterized protein"
"1835";1980395;"g1822";"gene_1835";1980395;"g1822";"I";"-";"6.829.107";"6.829.928";"822";"Uncharacterized oxidoreductase"
"1836";1980396;"g1823";"gene_1836";1980396;"g1823";"I";"-";"6.831.169";"6.833.181";"2.013";"Putative uncharacterized protein"
"1837";1980397;"g1824";"gene_1837";1980397;"g1824";"I";"+";"6.840.433";"6.842.888";"2.456";"Transcription factor MBP1 (MBF subunit p120)"
"1838";1980398;"g1825";"gene_1838";1980398;"g1825";"I";"+";"6.847.757";"6.848.311";"555";"Putative uncharacterized protein"
"1839";1980399;"g1826";"gene_1839";1980399;"g1826";"I";"-";"6.849.532";"6.851.172";"1.641";"Amino-acid permease BAT1 homolog"
"1840";1980400;"g1827";"gene_1840";1980400;"g1827";"I";"+";"6.852.980";"6.854.314";"1.335";"DNA-directed RNA polymerase I subunit RPA43"
"1841";1980401;"g1828";"gene_1841";1980401;"g1828";"I";"+";"6.854.966";"6.855.919";"954";"Isoflavone reductase (IFR)"
"1842";1980402;"g1829";"gene_1842";1980402;"g1829";"I";"+";"6.856.404";"6.858.047";"1.644";"Major facilitator superfamily transporter glucose"
"1843";1980403;"g1830";"gene_1843";1980403;"g1830";"I";"-";"6.858.203";"6.859.036";"834";"Putative uncharacterized protein"
"1844";1980404;"g1831";"gene_1844";1980404;"g1831";"I";"+";"6.860.406";"6.861.705";"1.300";"Actin-related protein 2"
"1845";1980405;"g1832";"gene_1845";1980405;"g1832";"I";"+";"6.862.217";"6.863.575";"1.359";"Serine/threonine-protein kinase SSN3"
"1846";1980406;"g1833";"gene_1846";1980406;"g1833";"I";"-";"6.864.062";"6.864.729";"668";"ADP-ribosylation factor 6"
"1847";1980407;"g1834";"gene_1847";1980407;"g1834";"I";"-";"6.865.735";"6.867.903";"1.617";"Saga complex component"
"1848";1980408;"g1835";"gene_1848";1980408;"g1835";"I";"-";"6.868.802";"6.871.976";"3.175";"Aldehyde reductase 2"
"1849";1980409;"g1836";"gene_1849";1980409;"g1836";"I";"-";"6.872.302";"6.873.231";"930";"NAD(P)H azoreductase"
"1850";1980410;"g1837";"gene_1850";1980410;"g1837";"I";"+";"6.873.716";"6.875.107";"1.392";"Putative uncharacterized protein"
"1851";1980411;"g1838";"gene_1851";1980411;"g1838";"I";"+";"6.875.935";"6.877.354";"1.420";"GTP cyclohydrolase-2"
"1852";1980412;"g1839";"gene_1852";1980412;"g1839";"I";"+";"6.878.031";"6.879.887";"1.740";"Putative uncharacterized protein"
"1853";1980413;"g1840";"gene_1853";1980413;"g1840";"I";"+";"6.883.165";"6.883.818";"654";"Putative uncharacterized protein"
"1854";1980414;"g1841";"gene_1854";1980414;"g1841";"I";"-";"6.884.474";"6.885.462";"989";"40S ribosomal protein S24-B"
"1855";1980415;"g1842";"gene_1855";1980415;"g1842";"I";"-";"6.885.974";"6.887.008";"1.035";"Putative uncharacterized protein"
"1856";1980416;"g1843";"gene_1856";1980416;"g1843";"I";"-";"6.887.401";"6.888.750";"1.350";"Mannose-6-phosphate isomerase 5.3.1.8"
"1857";1980417;"g1844";"gene_1857";1980417;"g1844";"I";"-";"6.889.912";"6.892.181";"2.270";"Fungal specific transcription factor domain containing protein"
"1858";1980418;"g1845";"gene_1858";1980418;"g1845";"I";"-";"6.896.366";"6.898.039";"1.674";"Peptidyl-prolyl cis-trans isomerase-like 4 (PPIase)"
"1859";1980419;"g1846";"gene_1859";1980419;"g1846";"I";"+";"6.899.750";"6.902.240";"2.491";"Tannase"
"1860";1980420;"g1847";"gene_1860";1980420;"g1847";"I";"+";"6.904.130";"6.904.999";"1.178";"Alpha/beta hydrolase fold protein"
"1861";1980421;"g1848";"gene_1861";1980421;"g1848";"I";"+";"6.908.030";"6.909.331";"1.302";"Delta(12) fatty acid desaturase "
"1862";1980422;"g1849";"gene_1862";1980422;"g1849";"I";"-";"6.909.526";"6.910.623";"1.098";"Adenosine deaminase"
"1863";1980423;"g1850";"gene_1863";1980423;"g1850";"I";"+";"6.911.224";"6.912.952";"1.729";"Uncharacterized transporter C757.13"
"1864";1980424;"g1851";"gene_1864";1980424;"g1851";"I";"-";"6.913.079";"6.914.281";"1.203";"Zinc-binding dehydrogenase"
"1865";1980425;"g1852";"gene_1865";1980425;"g1852";"I";"+";"6.915.677";"6.915.991";"315";"Aldo-keto reductase YakC"
"1866";1980426;"g1853";"gene_1866";1980426;"g1853";"I";"+";"6.918.930";"6.922.205";"3.276";"Vegetative incompatibility protein Het-D"
"1867";1980427;"g1854";"gene_1867";1980427;"g1854";"I";"-";"6.932.733";"6.934.648";"1.916";"Putative uncharacterized protein"
"1868";1980428;"g1855";"gene_1868";1980428;"g1855";"II";"+";"2.124";"3.860";"1.737";"Choline dehydrogenase (CDH)"
"1869";1980429;"g1856";"gene_1869";1980429;"g1856";"II";"-";"5.374";"7.431";"2.058";"Tachykinin family protein"
"1870";1980430;"g1857";"gene_1870";1980430;"g1857";"II";"-";"8.723";"10.515";"1.793";"Maltose permease"
"1871";1980431;"g1858";"gene_1871";1980431;"g1858";"II";"-";"16.899";"18.966";"2.068";"Siderophore iron transporter mirA (Enterobactin permease)"
"1872";1980432;"g1859";"gene_1872";1980432;"g1859";"II";"-";"22.291";"23.931";"1.641";"Quinate permease (Quinate transporter)"
"1873";1980433;"g1861";"gene_1873";1980433;"g1861";"II";"-";"25.511";"28.192";"2.682";"Quinic acid utilization activator"
"1874";1980434;"g1862";"gene_1874";1980434;"g1862";"II";"+";"29.148";"31.965";"2.818";"Shikimate dehydrogenase substrate binding domain-containing protein"
"1875";1980435;"g1863";"gene_1875";1980435;"g1863";"II";"-";"32.149";"33.153";"1.005";"Quinate dehydrogenase"
"1876";1980436;"g1864";"gene_1876";1980436;"g1864";"II";"+";"34.519";"35.556";"1.038";"3-dehydroshikimate dehydratase (DHS dehydratase)"
"1877";1980437;"g1865";"gene_1877";1980437;"g1865";"II";"-";"35.871";"36.368";"498";"3-dehydroquinate dehydratase-like protein"
"1878";1980438;"g1866";"gene_1878";1980438;"g1866";"II";"+";"36.803";"38.169";"1.367";"Protein QA-X"
"1879";1980439;"g1867";"gene_1879";1980439;"g1867";"II";"+";"41.776";"43.457";"1.682";"High affinity methionine permease"
"1880";1980440;"g1868";"gene_1880";1980440;"g1868";"II";"+";"43.793";"44.736";"944";"15-hydroxyprostaglandin dehydrogenase"
"1881";1980441;"g1869";"gene_1881";1980441;"g1869";"II";"-";"46.353";"47.678";"1.326";"Putative uncharacterized protein"
"1882";1980442;"g1870";"gene_1882";1980442;"g1870";"II";"-";"49.765";"51.507";"1.743";"Tannase"
"1883";1980443;"g1871";"gene_1883";1980443;"g1871";"II";"+";"53.721";"54.467";"747";"O-methyltransferase, putative"
"1884";1980444;"g1872";"gene_1884";1980444;"g1872";"II";"-";"55.169";"61.525";"6.357";"Serine/threonine-protein kinase RIM15"
"1885";1980445;"g1873";"gene_1885";1980445;"g1873";"II";"+";"64.539";"65.333";"795";"Lipase, gdsl"
"1886";1980446;"g1874";"gene_1886";1980446;"g1874";"II";"-";"65.763";"68.553";"2.791";"COP9 signalosome complex subunit 4 (Signalosome subunit 4)"
"1887";1980447;"g1875";"gene_1887";1980447;"g1875";"II";"+";"71.201";"71.854";"654";"Putative uncharacterized protein"
"1888";1980448;"g1876";"gene_1888";1980448;"g1876";"II";"-";"72.063";"73.154";"1.092";"Zinc-binding oxidoreductase"
"1889";1980449;"g1877";"gene_1889";1980449;"g1877";"II";"-";"74.778";"77.103";"2.326";"Transcriptional regulator CRZ1"
"1890";1980450;"g1878";"gene_1890";1980450;"g1878";"II";"+";"78.429";"80.774";"2.346";"Vegetative incompatibility protein Het-X"
"1891";1980451;"g1879";"gene_1891";1980451;"g1879";"II";"-";"81.598";"82.008";"411";"Putative uncharacterized protein"
"1892";1980452;"g1880";"gene_1892";1980452;"g1880";"II";"-";"83.209";"92.000";"8.792";"Beta-ketoacyl synthase domain-containing protein"
"1893";1980453;"g1881";"gene_1893";1980453;"g1881";"II";"+";"96.233";"97.367";"1.135";"Zinc-type alcohol dehydrogenase-like protein C2E1P3.01"
"1894";1980454;"g1882";"gene_1894";1980454;"g1882";"II";"-";"101.357";"103.288";"1.932";"Fluconazole resistance protein 1"
"1895";1980455;"g1883";"gene_1895";1980455;"g1883";"II";"+";"109.405";"112.167";"2.763";"GPI ethanolamine phosphate transferase 2"
"1896";1980456;"g1884";"gene_1896";1980456;"g1884";"II";"-";"112.339";"115.618";"3.280";"Condensin complex subunit 3 (CAPG homolog)"
"1897";1980457;"g1885";"gene_1897";1980457;"g1885";"II";"+";"116.086";"118.554";"2.469";"Ribosome biogenesis protein"
"1898";1980458;"g1886";"gene_1898";1980458;"g1886";"II";"-";"118.998";"120.536";"1.539";"Protein RTA1"
